"RaumKategorie","RaumSort","RaumLang","StichtagDatJahr","AnzBestWir","FlaecheT","FlaecheL","FlaecheS","DichteT","DichteL","DichteS"
"Stadtquartier",122,"Schwamendingen-Mitte",2017,11012,279.2,137.3,88,39.4,80.2,125.2
"Stadtquartier",122,"Schwamendingen-Mitte",2018,11100,279.2,137.3,87.9,39.8,80.8,126.3
"Stadtquartier",122,"Schwamendingen-Mitte",2019,11261,279.2,137.4,87.9,40.3,82,128.1
"Stadtquartier",122,"Schwamendingen-Mitte",2020,11083,279.2,137.4,87.9,39.7,80.7,126.1
"Stadtquartier",122,"Schwamendingen-Mitte",2021,10975,279.2,137.4,87.9,39.3,79.9,124.9
"Stadtquartier",122,"Schwamendingen-Mitte",2022,11207,279.2,137.4,87.9,40.1,81.6,127.5
"Stadtquartier",123,"Hirzenbach",2009,11610,256.7,180.5,99.2,45.2,64.3,117.1
"Stadtquartier",123,"Hirzenbach",2010,11459,256.7,180.5,99.2,44.6,63.5,115.6
"Stadtquartier",123,"Hirzenbach",2011,11516,256.7,180.5,98.9,44.9,63.8,116.4
"Stadtquartier",123,"Hirzenbach",2012,11404,256.2,179.9,99.4,44.5,63.4,114.7
"Stadtquartier",123,"Hirzenbach",2013,11153,256.2,180,99.3,43.5,62,112.3
"Stadtquartier",123,"Hirzenbach",2014,11679,204.6,177.7,99.5,57.1,65.7,117.4
"Stadtquartier",123,"Hirzenbach",2015,11930,204.6,176.7,99.4,58.3,67.5,120
"Stadtquartier",123,"Hirzenbach",2016,12463,204.6,176.2,101.3,60.9,70.7,123.1
"Stadtquartier",123,"Hirzenbach",2017,12627,204.6,176.1,101.1,61.7,71.7,124.9
"Stadtquartier",123,"Hirzenbach",2018,12801,204.6,175.9,101.1,62.6,72.8,126.6
"Stadtquartier",123,"Hirzenbach",2019,13129,204.6,175.9,100.2,64.2,74.6,131
"Stadtquartier",123,"Hirzenbach",2020,12963,204.6,175.9,100.3,63.3,73.7,129.3
"Stadtquartier",123,"Hirzenbach",2021,12891,204.6,175.9,100.2,63,73.3,128.7
"Stadtquartier",123,"Hirzenbach",2022,12920,204.6,175.9,100.2,63.1,73.4,129
